target,mission,label,ra,dec,kepmag,period,t0,duration,depth_ppm,snr
K00909.01,Kepler,0,298.67862,44.175499,15.654,16.37198661,172.75926,3.8449,4150.0,54.5
Kepler-721,Kepler,1,284.43051,44.48053,15.651,5.392026903,171.72707,2.9804,1150.0,77.4
K00928.01,Kepler,1,284.75943,45.599129,15.251,2.494170338,170.852848,1.1221,864.0,69.2
Kepler-730,Kepler,1,285.55481,45.578861,15.649,6.491682808,174.633553,4.301,7160.0,502.3
K00930.01,Kepler,0,293.68494,45.51683,15.621,3.044770796,172.01916,10.0134,1700.0,203.5
Kepler-731,Kepler,1,296.39316,45.568562,15.272,3.855603916,170.6787843,3.2179,16700.0,1173.9
K00932.01,Kepler,0,296.39542,45.56992,15.054,3.855599139,170.67957,3.183,1030.0,90.1
Kepler-468,Kepler,1,288.90222,49.370491,13.779,38.47876629,151.852812,5.04169,23500.0,1077.8
K00915.01,Kepler,0,282.30603,44.714661,15.505,37.60166128,194.713383,8.30604,59100.0,1667.3
Kepler-724,Kepler,1,293.45483,44.792789,15.142,3.314947362,171.313058,1.8007,1400.0,123.5
K00917.01,Kepler,0,301.04956,44.706299,15.172,6.71969089,173.35776,3.0231,970.0,45.4
Kepler-725,Kepler,1,283.97751,44.811562,15.011,39.6431552,206.596798,6.5292,15700.0,690.3
K00919.01,Kepler,0,290.63898,44.806789,15.631,51.42598578,173.535933,16.9422,66100.0,1843.8
Kepler-726,Kepler,1,291.71732,44.88731,15.067,21.80451611,190.49737,3.4097,1140.0,49.9
Kepler-253,Kepler,1,291.84198,44.858089,15.532,10.28194593,175.33988,3.4366,1110.0,55.0
Kepler-253,Kepler,1,291.84198,44.858089,15.532,18.11993039,182.61535,4.2309,1510.0,60.7
Kepler-253,Kepler,1,291.84198,44.858089,15.532,3.78402867,133.28133,1.9012,426.0,25.6
Kepler-727,Kepler,1,294.84689,45.034409,15.365,5.15448142,171.6389,3.228,698.0,48.1
Kepler-469,Kepler,0,297.47586,41.114288,13.109,33.80364366,202.259731,11.4813,13500.0,529.9
Kepler-728,Kepler,1,291.09235,45.115528,15.543,5.743469797,174.898924,3.4412,1240.0,79.7
K00924.01,Kepler,1,291.20804,45.244389,15.229,39.4759093,173.31207,2.968,1010.0,26.6
K00925.01,Kepler,0,289.72748,45.367661,15.217,19.97448524,171.6300909,4.23479,40300.0,1398.8
Kepler-729,Kepler,1,286.36011,45.414291,15.603,3.166353562,170.966145,3.3129,1470.0,128.3
K00927.01,Kepler,0,294.71768,45.48576,15.453,23.89963441,188.982797,3.81881,21000.0,547.8
Kepler-256,Kepler,1,292.58044,46.097389,15.065,3.388012244,170.5336,2.6849,280.0,30.6
Kepler-256,Kepler,1,292.58044,46.097389,15.065,5.83909761,132.09261,3.1915,274.0,25.2
Kepler-256,Kepler,1,292.58044,46.097389,15.065,1.620467654,132.06388,2.1888,160.0,22.7
Kepler-256,Kepler,1,292.58044,46.097389,15.065,10.6816951,131.55082,3.605,308.0,21.9
Kepler-734,Kepler,1,297.04562,46.027359,15.017,6.104849417,169.573477,4.6912,2090.0,293.7
Kepler-77,Kepler,1,289.60797,44.345421,13.938,3.578780566,134.0304187,2.91089,11400.0,1838.4
K00933.01,Kepler,0,297.78848,45.565418,15.653,3.187067566,171.64976,3.119,1040.0,37.2
Kepler-254,Kepler,1,288.1647,45.816509,15.843,5.826657508,173.011411,2.9183,1540.0,81.1
Kepler-254,Kepler,1,288.1647,45.816509,15.843,12.41216347,142.54039,3.739,611.0,25.6
Kepler-254,Kepler,1,288.1647,45.816509,15.843,18.74649011,147.13074,3.895,797.0,26.7
Kepler-31,Kepler,1,294.02301,45.853081,15.237,20.86021229,180.017757,5.1937,1910.0,117.0
Kepler-31,Kepler,1,294.02301,45.853081,15.237,42.63427848,141.16954,6.1998,1720.0,78.7
Kepler-31,Kepler,1,294.02301,45.853081,15.237,87.6476068,134.94222,8.871,1010.0,37.5
K00935.04,Kepler,1,294.02301,45.853081,15.237,9.61731426,142.47479,3.8692,234.0,18.2
Kepler-732,Kepler,1,283.73203,45.958771,15.073,9.467821474,178.415842,2.4327,2240.0,124.7
Kepler-732,Kepler,1,283.73203,45.958771,15.073,0.893040969,134.540342,1.0981,742.0,87.8
Kepler-15,Kepler,1,296.20059,49.140121,13.758,4.942783419,136.3294353,3.25346,11100.0,2040.7
Kepler-733,Kepler,1,293.01828,45.914688,15.412,20.83426731,176.58569,4.0454,988.0,45.1
Kepler-255,Kepler,1,296.06424,45.976841,15.596,9.94602357,171.70192,3.3862,995.0,51.0
Kepler-255,Kepler,1,296.06424,45.976841,15.596,1.04562195,133.91912,1.8955,213.0,25.3
Kepler-255,Kepler,1,296.06424,45.976841,15.596,5.71462396,132.63866,2.336,298.0,16.7
K00145.01,Kepler,0,296.81772,46.781509,13.608,102.9641952,158.07473,15.735,1900.0,86.1
Kepler-24,Kepler,1,290.41327,38.34375,14.925,8.14515981,140.56811,5.073,447.0,32.2
Kepler-24,Kepler,1,290.41327,38.34375,14.925,18.9985279,144.74157,4.529,431.0,16.9
Kepler-24,Kepler,1,290.41327,38.34375,14.925,4.24439049,137.06643,3.282,174.0,15.1
K01103.01,Kepler,1,293.22391,38.033581,14.96,90.1240507,356.23415,11.649,3020.0,57.9
Kepler-112,Kepler,1,296.98102,43.209751,13.771,28.5742692,143.8315,4.9427,825.0,97.1
K01168.01,Kepler,1,287.58679,47.600021,13.997,856.672115,228.44988,23.144,858.0,39.2
K01169.01,Kepler,1,281.55118,47.469959,13.248,0.689210173,133.28584,1.6169,195.0,93.4
K01170.01,Kepler,1,296.23215,47.678959,14.657,7.34373964,137.29874,1.1784,574.0,32.2
K01171.01,Kepler,0,297.10349,47.64357,15.343,0.445277068,133.52312,3.539,187.0,28.9
K00966.01,Kepler,0,290.91119,38.335579,13.787,0.379463865,170.2480164,0.86896,1970.0,458.6
K00967.01,Kepler,0,281.66916,42.038639,15.212,9.88047978,173.608672,2.78458,18500.0,534.5
K00968.01,Kepler,0,295.26682,38.61124,10.963,4.6484156,261.09395,38.1939,128.0,91.7
K00969.01,Kepler,0,287.61633,39.127239,12.336,17.51201477,174.282592,1.8248,4510.0,322.3
K00970.01,Kepler,1,289.09323,49.424484,6.974,3.9886021,171.01852,1.7376,674.0,37.1
K00971.01,Kepler,1,286.0192,48.866741,7.748,0.533059312,171.2274419,1.8621,1500.0,179.6
K01044.01,Kepler,0,295.09866,41.007038,15.058,0.525154153,133.744359,2.1441,748.0,116.1
K01045.01,Kepler,0,298.13589,41.332062,13.555,1.303861044,134.212059,4.0541,598.0,140.6
K01046.01,Kepler,0,293.28799,41.560455,13.22,0.73452496,133.43108,6.7,,
K01047.01,Kepler,0,298.77325,41.214729,14.554,2.55549176,134.50078,9.083,114.0,24.3
K00014.01,Kepler,0,292.61194,43.305141,10.47,2.947376671,171.522978,2.0911,433.0,62.3
Kepler-111,Kepler,1,291.65317,44.688271,13.492,224.7789355,142.095338,11.1899,3490.0,235.7
K01104.01,Kepler,0,291.17068,38.008591,15.723,0.890110752,133.2647,0.8774,322.0,19.6
K01105.01,Kepler,0,294.52557,38.204632,14.313,5.76573396,133.30941,2.924,248.0,22.2
Kepler-769,Kepler,1,292.7131,38.358212,14.818,7.42608123,139.90039,3.6379,443.0,37.5
Kepler-769,Kepler,1,292.7131,38.358212,14.818,15.9868932,137.5964,4.158,179.0,10.9
K01107.01,Kepler,0,289.7962,38.351181,15.401,0.73094589,133.68876,4.32,250.0,37.5
Kepler-770,Kepler,1,286.49042,38.374908,14.604,18.92537246,149.49558,3.9835,641.0,41.0
K01172.01,Kepler,0,292.77588,47.461689,13.079,0.933749106,134.31831,4.256,186.0,136.3
K01173.01,Kepler,0,295.79526,47.66396,14.187,2.037440623,133.59962,3.442,119.0,27.0
K01174.01,Kepler,1,296.82162,47.354031,13.447,129995.7784,393.59962,9.408,1470.0,35.7
Kepler-784,Kepler,1,295.92065,47.448608,13.29,31.5925809,142.9649,13.566,145.0,25.5
K01175.02,Kepler,1,295.92065,47.448608,13.29,17.157236,133.68951,11.284,110.0,23.6
Kepler-785,Kepler,1,292.0683,38.84227,15.715,1.97376085,178.6894194,1.82542,30200.0,1252.5
K00972.01,Kepler,1,282.00031,48.542221,9.275,13.11896244,261.539434,4.3045,372.0,267.4
K00133.01,Kepler,0,297.31006,49.703041,13.652,4.618767792,133.386535,5.9957,4400.0,270.1
K00972.02,Kepler,1,282.00031,48.542221,9.275,7.82187328,123.49907,3.8417,42.2,37.2
K00974.01,Kepler,1,295.80267,45.988079,9.582,53.5057611,172.98304,10.5616,196.0,71.2
Kepler-21 A b,Kepler,1,287.36182,38.714016,8.224,2.785821236,260.83731,3.5599,68.9,53.6
K00976.01,Kepler,0,290.94437,38.538868,9.729,52.56901867,184.971267,6.7507,26900.0,184.3
K01048.01,Kepler,0,298.9917,41.074989,15.258,3.411758679,133.18086,3.158,571.0,35.6
K01049.01,Kepler,0,291.82181,41.11269,14.797,0.525426427,133.187901,1.0801,325.0,63.6
Kepler-755 A b,Kepler,1,296.86099,41.09734,13.999,1.269091415,133.343682,1.4647,341.0,73.5
Kepler-755 A c,Kepler,1,296.86099,41.09734,13.999,2.853133997,133.79678,1.465,277.0,39.7
K01051.01,Kepler,1,294.16321,41.451801,15.391,6.79685353,138.11324,3.1702,393.0,29.8
K00146.01,Kepler,0,299.39972,45.316051,13.03,8.667822346,137.341841,4.9658,2120.0,187.6
Kepler-770,Kepler,1,286.49042,38.374908,14.604,1.475323222,131.83272,2.3155,155.0,27.2
Kepler-770,Kepler,1,286.49042,38.374908,14.604,4.15246118,134.57991,2.5755,223.0,24.5
K01109.01,Kepler,0,291.6069,38.348061,14.792,6.7210783,134.7775984,7.46,,
Kepler-771,Kepler,1,287.44409,38.088428,14.794,8.7348852,135.0818,4.49,271.0,24.8
K01111.01,Kepler,0,292.27905,38.284531,15.212,10.26547688,136.49663,3.733,400.0,20.1
K00151.01,Kepler,1,292.37476,37.630959,14.0,13.4471791,132.830555,3.0454,1430.0,105.3
K01177.01,Kepler,0,292.07849,38.631481,15.537,3.305577989,180.68154,2.5903,18000.0,39.6
K01178.01,Kepler,0,296.13391,38.999008,13.32,4.800653901,134.365782,9.0419,15300.0,298.0
K01179.01,Kepler,0,293.92599,38.73798,13.855,15.06649901,140.654788,5.9885,36300.0,154.6
K01180.01,Kepler,0,286.86926,39.103729,15.187,34.82008158,163.015559,11.1711,18800.0,882.6
K01181.01,Kepler,0,291.99988,38.437698,14.997,0.651784374,133.111707,2.0141,2780.0,195.2
K00977.01,Kepler,0,292.71964,48.852016,10.523,1.353771892,261.43662,7.012,1350.0,76.7
K00978.01,Kepler,0,284.02679,49.415428,10.988,18.95491633,262.46677,24.249,868.0,249.3
K00979.01,Kepler,0,298.80411,40.843563,10.68,4.348866254,262.72768,3.2797,626.0,56.3
K00980.01,Kepler,0,295.59872,50.720669,10.376,47.93094546,179.096467,2.6897,2140.0,221.1
K00981.01,Kepler,0,283.73642,44.71331,10.733,3.99751422,261.7243,3.686,32.8,6.1
K00982.01,Kepler,0,291.76196,37.09864,15.47,1.592633181,133.9243804,5.5605,633.0,66.9
K00134.01,Kepler,1,295.58658,45.364979,13.675,67.5923754,151.75056,12.249,4160.0,60.9
Kepler-265,Kepler,1,290.51047,41.24482,15.381,17.02902786,143.33395,4.645,569.0,29.8
Kepler-265,Kepler,1,290.51047,41.24482,15.381,6.84619236,132.17265,3.529,247.0,17.7
Kepler-265,Kepler,1,290.51047,41.24482,15.381,67.8321638,125.881,7.358,508.0,15.5
Kepler-265,Kepler,1,290.51047,41.24482,15.381,43.1312147,166.26105,3.198,448.0,11.8
Kepler-756,Kepler,1,290.60794,41.201092,15.376,1.224866441,133.20824,1.7086,196.0,21.1
K01112.01,Kepler,1,289.7767,38.26228,14.633,37.8102649,158.35799,8.733,570.0,35.2
Kepler-268,Kepler,1,291.97617,38.05508,13.703,25.93406406,149.76273,4.6142,415.0,42.2
Kepler-268,Kepler,1,291.97617,38.05508,13.703,83.4463485,158.68061,6.536,503.0,36.1
K01114.01,Kepler,0,290.13492,38.404221,14.928,7.04710032,139.79737,2.926,401.0,24.0
Kepler-772,Kepler,1,291.42358,38.216591,13.974,12.99204853,136.32016,6.0175,271.0,38.7
K01182.01,Kepler,0,295.29193,38.964588,15.38,11.11620211,133.100575,4.211,4840.0,115.3
K01183.01,Kepler,0,291.44507,38.637211,14.942,1.922861499,134.658644,3.5734,1920.0,103.4
K01184.01,Kepler,0,285.08026,39.18211,15.432,0.635445336,134.184037,1.8592,2550.0,182.2
K01185.01,Kepler,0,291.47629,38.50058,11.84,1.665784138,133.863028,1.8946,2010.0,148.0
K01186.01,Kepler,0,294.74054,39.015511,15.593,55.6639167,156.35017,23.546,3410.0,103.4
Kepler-79,Kepler,1,300.51712,44.38158,13.914,52.09081627,158.744665,8.6388,2890.0,243.5
K00983.01,Kepler,0,289.87411,49.68549,12.616,7.1548608,266.04847,7.694,780.0,24.2
K00984.01,Kepler,1,291.0488,36.839882,11.631,4.28746668,262.06245,1.5693,790.0,19.4
K00985.01,Kepler,0,298.44775,47.264999,14.606,2.002779769,261.95791,2.231,261.0,22.2
Kepler-260,Kepler,1,291.92596,38.014118,14.138,8.18739443,260.86931,3.0472,518.0,38.4
Kepler-260,Kepler,1,291.92596,38.014118,14.138,76.0498163,161.71445,7.158,446.0,17.4
Kepler-111,Kepler,1,291.65317,44.688271,13.492,3.341799486,141.35472,2.9254,178.0,48.8
K01054.01,Kepler,0,288.68259,41.30732,11.899,3.3226948,134.444,3.568,78.7,8.6
K01055.01,Kepler,0,288.44287,41.17218,13.698,36.97708808,133.62681,4.737,1270.0,59.2
K01056.01,Kepler,0,293.2735,41.25769,13.473,1.851409163,133.17995,10.232,233.0,54.4
K01057.01,Kepler,0,298.13794,41.334358,11.558,1.303859704,134.21201,2.8239,36.7,34.7
K00147.01,Kepler,0,286.49072,37.489979,13.884,145.5624926,146.0588,5.4126,2930.0,58.1
Kepler-773,Kepler,1,290.88467,38.057571,13.333,3.749105745,135.10837,1.9826,183.0,38.0
Kepler-774,Kepler,1,291.03192,38.21196,12.808,11.08956602,141.76142,6.2877,148.0,38.9
K01118.01,Kepler,1,291.65097,38.028179,13.835,7.37290344,137.60991,2.172,205.0,19.1
K01119.01,Kepler,0,294.49011,38.194126,11.157,7.24476126,139.10497,2.3145,58.0,27.2
K01193.01,Kepler,1,287.88812,39.078709,15.289,119.0624882,149.22223,3.1188,5370.0,71.6
Kepler-415,Kepler,1,293.80441,38.63913,15.842,8.70798309,363.05638,2.4904,1420.0,28.1
K01194.02,Kepler,1,293.80441,38.63913,15.842,14.8623076,354.57297,3.161,840.0,14.4
Kepler-415,Kepler,1,293.80441,38.63913,15.842,4.17634276,352.99674,2.335,532.0,14.9
Kepler-79,Kepler,1,300.51712,44.38158,13.914,27.40229859,133.6284,6.8491,748.0,79.3
Kepler-743 A b,Kepler,1,295.57416,42.806438,12.55,3.179267286,261.841607,1.0246,201.0,41.0
Kepler-261,Kepler,1,291.36478,37.609169,13.562,10.38122447,268.02421,2.715,802.0,41.9
Kepler-261,Kepler,1,291.36478,37.609169,13.562,24.5709023,135.87209,3.587,764.0,26.3
K00989.01,Kepler,0,296.38229,48.045311,15.488,81.221876,184.26164,4.1135,9880.0,63.0
K00989.02,Kepler,0,296.38229,48.045311,15.488,0.817026268,132.835239,2.0799,1150.0,121.1
Kepler-43,Kepler,1,285.24084,46.668251,13.958,3.024092505,132.4168573,2.8021,7770.0,1225.3
K01058.01,Kepler,0,292.26181,41.442554,13.783,5.670155713,136.201739,0.9361,537.0,37.3
Kepler-757,Kepler,1,296.68045,41.38652,14.803,1.022678654,133.45422,1.3712,129.0,21.6
Kepler-758,Kepler,1,293.08463,41.135441,14.348,12.10968709,140.21258,6.3461,285.0,33.4
Kepler-758,Kepler,1,293.08463,41.135441,14.348,4.75796103,137.69636,4.66,125.0,20.9
Kepler-758,Kepler,1,293.08463,41.135441,14.348,20.4972755,147.43894,8.536,243.0,22.8
K01119.02,Kepler,0,294.49011,38.194126,11.157,13.55480534,139.81609,2.288,48.3,16.5
K01120.01,Kepler,0,297.75708,41.680454,11.753,29.74454668,172.386652,23.2842,66900.0,765.0
K01121.01,Kepler,0,290.35294,41.769741,12.932,14.15402428,140.698466,4.47001,61600.0,930.3
K01122.01,Kepler,0,298.71152,41.635792,15.363,0.844786082,134.216987,3.5289,2470.0,245.6
K01123.01,Kepler,0,292.23679,41.7393,15.323,0.848483947,133.585301,1.4451,1910.0,185.0
K01124.01,Kepler,0,296.29855,41.602718,14.977,11.99097576,143.28437,5.7401,2120.0,102.8
Kepler-786,Kepler,1,293.74393,38.939281,14.887,53.5292702,147.86464,5.668,1090.0,34.5
K01200.01,Kepler,0,294.65121,38.636459,15.025,0.393726813,133.310396,2.95,565.0,64.8
K01201.01,Kepler,1,292.57703,39.12088,15.597,2.757584622,133.05017,0.9267,563.0,19.6
Kepler-787,Kepler,1,291.69247,38.572899,15.854,0.928310036,133.80358,1.1899,376.0,22.6
Kepler-79,Kepler,1,300.51712,44.38158,13.914,13.48457668,136.61808,5.0197,654.0,80.8
Kepler-276,Kepler,1,293.56815,39.03632,15.368,31.8841473,160.20696,6.122,910.0,25.3
K00989.03,Kepler,1,296.38229,48.045311,15.488,16.15811112,143.00233,6.049,2320.0,52.8
K00990.01,Kepler,0,293.47363,46.970402,10.7,67.69213907,138.534171,51.349,25500.0,1328.2
Kepler-744,Kepler,1,296.49612,47.182861,13.581,12.06222962,138.22229,2.0584,300.0,32.4
Kepler-745,Kepler,1,291.49942,37.05928,15.214,9.93146307,136.49128,5.678,399.0,26.2
Kepler-262,Kepler,1,290.72867,37.252651,14.246,21.85362905,144.32031,3.439,356.0,23.0
Kepler-758,Kepler,1,293.08463,41.135441,14.348,8.19345065,138.99617,5.234,115.0,15.7
K00140.01,Kepler,0,299.15353,40.286961,13.849,19.97867,137.17061,10.168,944.0,86.2
Kepler-759,Kepler,1,290.1315,41.3815,14.502,41.8059544,142.81919,6.057,434.0,28.3
K01062.01,Kepler,0,297.98123,41.44487,11.798,15.45158184,142.21096,2.406,85.3,21.0
K01063.01,Kepler,0,299.0209,44.17276,13.624,89.69816853,176.3060152,5.5418,273000.0,3420.3
K01064.01,Kepler,0,285.06335,44.167885,13.623,1.187352427,133.465454,4.999,20700.0,717.4
K00015.01,Kepler,0,294.1434,39.089779,12.403,3.012476582,135.259271,3.1424,1140.0,253.4
Kepler-48,Kepler,1,299.13922,40.94902,13.04,4.77800306,124.061465,2.7361,473.0,115.4
K01125.01,Kepler,0,294.02725,41.675968,15.452,7.814839231,357.519981,3.0122,2010.0,100.0
K01126.01,Kepler,0,297.75311,41.675991,15.259,29.7452499,157.38519,22.695,779.0,55.9
Kepler-269,Kepler,1,290.21518,41.77597,15.808,5.32667299,357.12617,3.4045,611.0,34.1
K01187.01,Kepler,0,291.07126,38.999039,14.489,0.741057213,131.947273,1.05299,2000.0,251.9
K01188.01,Kepler,0,294.07071,38.981331,15.381,2.988085455,133.27252,3.68,803.0,48.2
K01189.01,Kepler,0,295.94055,38.876389,14.216,2.783883492,133.227846,2.4546,904.0,86.1
K01190.01,Kepler,0,294.61893,38.611889,15.856,0.393727296,178.587454,3.02,904.0,82.4
K01191.01,Kepler,1,293.87363,38.922482,15.24,8.17242644,361.20157,3.902,864.0,37.0
K01192.01,Kepler,1,291.03217,38.703911,14.215,1295.362215,176.10646,28.297,8710.0,164.0
Kepler-262,Kepler,1,290.72867,37.252651,14.246,13.0607936,137.63148,3.215,237.0,19.4
K00994.01,Kepler,1,291.14249,37.061321,14.613,4.2989201,132.86187,2.747,238.0,20.0
K00995.01,Kepler,0,293.71075,38.983608,14.576,25.9518461,154.88212,14.581,1060.0,65.8
K00996.01,Kepler,0,293.67657,38.991379,15.342,25.9518536,154.88278,14.755,2020.0,79.4
K00997.01,Kepler,0,290.77863,37.564079,14.378,5.68628739,135.89269,17.573,5560.0,414.4
K00136.01,Kepler,0,289.87347,43.203838,13.439,15.66388695,147.395712,2.4775,5140.0,175.9
K01065.01,Kepler,0,295.03925,44.191059,15.472,4.020628573,133.638478,4.4085,20900.0,282.6
K01066.01,Kepler,1,299.78632,44.16954,15.623,5.714817603,355.00831,3.14126,12300.0,537.7
K01067.01,Kepler,0,296.30942,44.165741,14.685,185.0228822,273.185533,4.87326,43500.0,938.2
K01068.01,Kepler,0,300.867,44.14529,15.036,2.897432135,450.75739,3.1793,1220.0,73.9
Kepler-760,Kepler,1,287.5932,44.17942,15.07,8.70420525,357.55941,2.9385,1070.0,74.0
Kepler-269,Kepler,1,290.21518,41.77597,15.808,8.1280933,358.68367,3.727,224.0,10.7
K01127.03,Kepler,1,290.21518,41.77597,15.808,2.83668931,353.81531,3.031,166.0,12.1
Kepler-775,Kepler,1,291.43329,41.703442,13.507,0.974868896,133.076265,1.6191,198.0,82.6
Kepler-776,Kepler,1,287.27264,41.635559,15.456,4.89721006,133.39852,1.812,274.0,16.9
K01130.01,Kepler,0,282.60336,44.28698,15.235,2.757794163,135.232863,2.7644,39000.0,349.2
K01132.01,Kepler,0,301.01672,44.233841,14.446,1.914158508,134.644919,3.2917,7830.0,124.6
K01196.01,Kepler,0,292.92276,38.47728,15.035,3.98216698,135.52749,2.396,381.0,27.1
K01197.01,Kepler,0,292.35287,38.942471,15.103,0.643794198,133.984483,1.5662,457.0,53.7
Kepler-275,Kepler,1,292.47971,38.514919,15.319,16.08832318,139.49184,5.731,598.0,31.3
Kepler-275,Kepler,1,292.47971,38.514919,15.319,10.30067919,142.74251,4.885,272.0,16.4
Kepler-275,Kepler,1,292.47971,38.514919,15.319,35.6757453,145.00717,7.381,471.0,18.5
K01198.04,Kepler,1,292.47971,38.514919,15.319,1.00861677,132.109479,0.91,,
K00998.01,Kepler,0,291.38269,37.07299,15.661,161.7883271,214.039,5.31,87800.0,704.5
Kepler-263,Kepler,1,292.46976,37.567791,15.391,16.56806842,146.15285,4.2647,1330.0,41.9
Kepler-263,Kepler,1,292.46976,37.567791,15.391,47.3329299,151.41614,2.708,932.0,14.0
K01000.01,Kepler,0,291.07446,37.744389,13.098,0.856895349,133.67521,1.3078,82.2,33.1
Kepler-264,Kepler,1,292.04462,37.37624,13.038,40.8065333,155.71586,13.135,314.0,54.8
Kepler-760,Kepler,1,287.5932,44.17942,15.07,2.46697039,354.93093,1.6345,309.0,29.5
K00141.01,Kepler,1,288.0383,50.651611,13.687,2.624234833,132.304988,1.3874,2610.0,361.1
Kepler-266,Kepler,1,294.48438,44.166908,15.59,6.61836309,360.36694,3.6813,549.0,31.5
Kepler-266,Kepler,1,294.48438,44.166908,15.59,107.7214092,354.19522,8.042,1400.0,30.5
K01070.03,Kepler,1,294.48438,44.166908,15.59,92.77779,367.6112,6.64,359.0,5.2
K01133.01,Kepler,0,294.99734,44.321388,15.756,5.251916208,357.321883,4.9095,10600.0,146.3
Kepler-48,Kepler,1,299.13922,40.94902,13.04,9.673958488,125.339418,3.2641,953.0,178.0
K01134.01,Kepler,0,284.51962,44.453941,15.783,100.3039228,277.0607,8.702,5450.0,63.2
K01134.02,Kepler,0,284.51962,44.453941,15.783,200.6110335,456.84444,7.13,,
K01135.01,Kepler,0,301.40067,44.318039,15.022,0.986620248,448.5959,3.9722,1350.0,117.7
K01136.01,Kepler,0,298.21188,44.324638,12.647,1.63484631,134.512115,6.11,,
Kepler-276,Kepler,1,293.56815,39.03632,15.368,14.12847677,142.8971,3.685,629.0,23.0
Kepler-276,Kepler,1,293.56815,39.03632,15.368,48.6478543,172.1271,5.464,642.0,12.2
Kepler-788,Kepler,1,290.0004,38.53989,15.291,8.39842977,136.31152,6.344,340.0,28.0
Kepler-789,Kepler,1,295.97516,38.94664,14.507,8.63847391,139.94684,5.4566,396.0,38.6
K01206.01,Kepler,1,293.95459,38.899971,13.642,422.917678,448.49648,31.274,1370.0,61.7
Kepler-264,Kepler,1,292.04462,37.37624,13.038,140.10765,216.21749,18.503,267.0,29.0
Kepler-746,Kepler,1,290.68225,37.35511,13.615,3.4815917,132.98828,1.8069,135.0,23.4
K01003.01,Kepler,0,290.32791,37.726742,16.209,8.360616221,172.264978,7.5385,28100.0,425.6
K01004.01,Kepler,0,292.89935,37.656059,15.373,1.838514968,352.72266,2.7391,2720.0,63.7
Kepler-747,Kepler,1,288.4165,41.0298,15.703,35.61760233,197.03573,8.4559,4630.0,155.0
K01071.01,Kepler,0,295.51108,44.109261,14.495,1.09206833,133.19403,1.8596,219.0,45.5
Kepler-761,Kepler,1,290.5036,44.143581,14.743,10.12805158,139.1159,3.517,477.0,38.0
K01073.01,Kepler,0,300.32898,44.151119,13.945,1.613001111,178.52846,2.394,104.0,19.3
Kepler-762,Kepler,1,291.27563,47.329491,15.439,3.770551475,357.11836,3.8077,12400.0,100.8
K01075.01,Kepler,0,299.70078,47.291752,13.056,1.343767797,133.275862,1.9405,4700.0,269.8
K01076.01,Kepler,0,297.39066,47.255711,15.187,29.12436474,142.16154,3.4209,6500.0,63.4
K01138.01,Kepler,0,284.99738,44.410198,15.582,31.82814583,366.704854,2.917,4460.0,78.7
K01139.01,Kepler,0,296.29196,44.33226,13.055,3.629442796,134.70066,5.63,427.0,76.4
K01140.01,Kepler,0,301.47577,44.319759,13.501,0.553261874,133.446605,0.8875,1040.0,202.2
Kepler-777,Kepler,1,282.72406,44.34647,15.95,5.72812616,135.18066,2.0295,643.0,20.8
Kepler-778,Kepler,1,287.47742,44.237511,15.764,3.75574267,133.4333,2.2911,417.0,27.9
K01143.01,Kepler,0,296.30762,44.21146,15.24,7.44042933,134.76331,2.991,547.0,34.0
Kepler-257,Kepler,1,297.31598,46.023258,15.471,6.581477136,174.787814,3.0896,2320.0,116.2
Kepler-470,Kepler,1,297.00943,50.372318,13.224,24.66919273,132.864236,7.03515,7380.0,603.0
Kepler-257,Kepler,1,297.31598,46.023258,15.471,2.382652873,170.66626,1.8888,705.0,45.5
Kepler-257,Kepler,1,297.31598,46.023258,15.471,24.66461416,189.02031,2.8579,2400.0,56.7
Kepler-735,Kepler,1,284.68887,46.172249,15.386,11.51517167,174.85855,2.006,1360.0,53.2
Kepler-18,Kepler,1,298.07944,44.746319,13.549,7.641567589,135.407564,3.41018,2270.0,437.5
K01006.01,Kepler,0,299.65094,40.973282,15.97,30.6113932,374.6216,3.576,3470.0,37.5
Kepler-748,Kepler,1,292.26291,37.236992,15.242,7.40742502,355.49652,3.675,442.0,23.1
K01008.01,Kepler,0,291.69672,37.238041,14.645,569.934135,248.94045,4.1904,18900.0,66.7
K01009.01,Kepler,0,291.15338,36.678841,15.162,5.09246539,357.53594,3.659,254.0,17.1
K01010.01,Kepler,0,291.35403,36.784519,13.62,110.6157662,145.83537,5.0,,
K01077.01,Kepler,0,289.71466,47.34222,15.732,1.103971357,354.58216,0.926,318.0,21.7
Kepler-88,Kepler,1,291.14807,40.669399,13.113,10.91610834,133.009227,3.6496,1480.0,302.2
Kepler-267,Kepler,1,299.83041,47.157459,15.438,3.353732008,134.869597,1.4598,1260.0,47.8
Kepler-267,Kepler,1,299.83041,47.157459,15.438,6.877446033,132.08426,1.3692,1630.0,39.6
Kepler-267,Kepler,1,299.83041,47.157459,15.438,28.46464804,158.03986,2.6657,1630.0,28.9
K01079.01,Kepler,0,296.33435,47.14558,15.822,0.293630085,133.584241,2.3857,2020.0,170.0
Kepler-48,Kepler,1,299.13922,40.94902,13.04,42.89645024,146.0613,5.6897,555.0,66.8
K01144.01,Kepler,0,292.85965,44.200642,15.282,2.44199803,134.57095,2.759,252.0,27.2
K01145.01,Kepler,1,296.54861,44.264671,14.143,30.5872153,162.8842,5.3698,465.0,33.1
